age,home_owner,income,years_employed,current_address_year,personal_account_y,has_debt,amount_requested,risk_score,risk_score_2,risk_score_3,risk_score_4,risk_score_5,ext_quality_score,ext_quality_score_2,inquiries_last_month,Personal_Account_Month,pay_schedule_bi-weekly,pay_schedule_monthly,pay_schedule_weekly
-1.0137891840304112,-0.8563488385776752,-0.24235845935645584,-1.124197220399918,-1.3023826276443313,-0.26026477473471094,0.5070579425546524,0.35870627145857603,-0.9440117581995119,0.5484077211496245,-1.0763503841284254,0.05915297421094168,0.3261523094362312,0.31451697363221176,-0.39963264632585105,0.6965551048242442,-0.6410389928122603,-1.2246380140977164,-0.30236006014829114,-0.5058611496858226
-1.0137891840304112,-0.8563488385776752,-0.33557695179462954,-0.23702673650153888,-1.3023826276443313,0.25494223961508433,-1.972161199096525,-0.2134573484829375,0.7672256454239739,-0.024644108283782447,-0.04701585009283174,-0.029978660786062008,0.641493700627124,-0.7816126516370061,-0.06371542890919316,-1.2073381335301634,-0.6410389928122603,0.8165678253396175,-0.30236006014829114,-0.5058611496858226
0.24595822108538481,-0.8563488385776752,-0.5985862697451911,2.868069957142788,0.8840939571563748,-0.7754717890845062,0.5070579425546524,0.21566536647319764,0.7574842560295327,-1.0516860708852585,-0.5210028385996208,-1.0334519768352695,-1.2939299977279262,-0.5055659725798509,-0.5034293421673699,-0.39138388852113165,-0.6410389928122603,-1.2246380140977164,-0.30236006014829114,-0.5058611496858226
0.32994138142643786,-0.8563488385776752,0.2370509303255805,-0.23702673650153888,2.3417450136901787,2.3157702970142657,0.5070579425546524,2.7188812037173196,1.2640365045404698,-0.2687131216713975,-0.3134922678290829,-0.38170051738437355,1.1674234373008543,-0.616574781353873,0.8166568495166564,-0.11939914018478769,0.2607210828975236,-1.2246380140977164,-0.30236006014829114,1.9768270416122573
-0.5098902219840928,1.1677484162422842,3.357207041506167,-0.23702673650153888,-0.9379698635108804,-1.2906788034343015,0.5070579425546524,2.7904016562100087,1.189352519183088,-0.22401381135420517,1.102304985288889,0.23754024412343905,0.3509240788758277,1.0065244019535753,1.0072000222577806,-0.6633686368574756,-0.6410389928122603,-1.2246380140977164,-0.30236006014829114,-0.5058611496858226
1.0857898244959154,1.1677484162422842,0.08723549604994416,1.0937289893460296,0.15526842888947273,1.2853562683146749,0.5070579425546524,-0.3564982534683159,-0.48616645666078045,-4.09415135553833,-0.39731831347344615,-0.8568625946440424,-0.5182099844413486,-2.0985208929111785,-2.8103389903795497,-0.39138388852113165,-0.6410389928122603,-1.2246380140977164,-0.30236006014829114,1.9768270416122573
0.5818908624495971,1.1677484162422842,0.9295311598662996,-0.6806119784507284,0.5196811930229238,1.8005632826644702,0.5070579425546524,-0.3564982534683159,2.1634914586271976,1.804863953553531,1.4930822865766875,0.7062919318941695,1.4606173621029348,-0.16253442975086038,-0.16072924285522946,-0.6633686368574756,-0.6410389928122603,0.8165678253396175,-0.30236006014829114,-0.5058611496858226
1.0857898244959154,1.1677484162422842,-0.22904153186528814,-0.23702673650153888,-0.5735570993774294,-0.26026477473471094,-1.972161199096525,0.5732676289366436,0.4327712762148296,0.34658160026770596,-2.2051256213438686,-0.8243952958788809,-1.5498460206743234,-0.855121968621301,-0.13715371981133362,1.512509349833276,-0.6410389928122603,0.8165678253396175,-0.30236006014829114,-0.5058611496858226
0.41392454176749094,-0.8563488385776752,0.27700171279908353,1.0937289893460296,0.5196811930229238,-0.7754717890845062,0.5070579425546524,1.5030335113416031,1.3062491919163812,-0.032134306377719635,-2.69863091346306,0.7002163247270792,0.2850829512576964,0.24607825255836932,-0.46800524062250454,0.9685398531605881,-0.19015895495736834,0.8165678253396175,-0.30236006014829114,-0.5058611496858226
-1.5176881460767295,1.1677484162422842,-0.9115340657876315,0.20655850544765064,-0.20914433524397832,0.7701492539648797,0.5070579425546524,0.5017471764439544,0.3418516418667127,1.8476372176776292,0.42573840325625767,-0.6448983036701323,0.3852381469931241,1.0929107407556564,-0.33748484870543144,-0.39138388852113165,1.1624811586073074,0.8165678253396175,-0.30236006014829114,-0.5058611496858226
-1.9376039477819949,-0.8563488385776752,0.027309322339689607,-1.124197220399918,-0.20914433524397832,0.7701492539648797,0.5070579425546524,-0.07041644349755911,-0.07702810209425442,-0.7699334232268273,-0.21240792997693783,-0.8344944409105097,-0.6045150610999779,-0.7047730703894911,-1.4179378331705883,-0.11939914018478769,-0.19015895495736834,-1.2246380140977164,3.3073151245887247,-0.5058611496858226
